id,uuid,location,resolution,producer,operating_system,ip
1385,DM7a9qHpw,Berlin,4K,Philips,Ubuntu,121.18.232.136
1386,FrQcu,Paris,"Full HD",Philips,Ubuntu,111.62.173.68
1387,4QX17Dvb,Paris,4K,Samsung,Android,183.106.22.239
1388,Cj8kJVy4,Paris,4K,Samsung,Ubuntu,59.240.254.12
1389,tAGkMdc,Paris,4K,Philips,Ubuntu,32.117.139.30
1390,pLseY9PQ,Paris,4K,Sencor,Android,121.131.168.241
1391,4LwVfYTvnP,Amsterdam,4K,Samsung,Linux,34.15.208.222
1392,MaKJU,Amsterdam,4K,Samsung,Linux,124.61.216.21
1393,Q7oaJg,Berlin,"Full HD",LG,Linux,69.203.110.150
1394,XpB3tnz,Amsterdam,"Full HD",Samsung,Linux,201.110.44.41
1395,Qj3KCPx,Berlin,"Full HD",Philips,Linux,43.240.170.112
1396,E7qNfRtG,Warsaw,"Full HD",LG,Android,119.251.116.232
1397,EumvjBy,Berlin,4K,Samsung,Android,251.55.30.233
1398,1X4pzOEwS,Berlin,"Full HD",LG,Ubuntu,161.18.189.174
1399,bqwR9U5,Paris,"Full HD",Samsung,Android,68.81.60.21
1400,ZUyw8J2C,Warsaw,4K,Philips,Ubuntu,22.133.141.235
1401,q6sVWAOj9,Amsterdam,4K,Samsung,Linux,227.5.3.136
1402,uJFlViOm9,Warsaw,4K,LG,Android,160.3.250.213
1403,r9z2uQ7x,Berlin,4K,Sencor,Android,73.9.151.11
1404,cwGiklqnQ,Amsterdam,"Full HD",Philips,Ubuntu,188.109.193.83
1405,ZS1POw,Berlin,"Full HD",LG,Ubuntu,215.255.78.44
1406,83UFSXhGE,Berlin,4K,Sencor,Linux,178.6.225.67
1407,cXrMxIu,Paris,"Full HD",Sencor,Ubuntu,67.39.133.153
1408,YRJtkeAH,Warsaw,4K,Philips,Ubuntu,4.91.90.251
1409,bY68zONI1,Warsaw,4K,LG,Android,126.42.161.61
1410,rsERo7,Amsterdam,"Full HD",Sencor,Linux,76.236.83.29
1411,YoDvAG0,Paris,"Full HD",LG,Ubuntu,2.137.217.99
1412,3ukamUjFhE,Berlin,"Full HD",LG,Android,18.98.223.11
1413,6gfHNMA4iX,Berlin,"Full HD",LG,Ubuntu,250.152.249.123
1414,zrRKAh1,Amsterdam,4K,LG,Linux,7.114.241.98
1415,Of4KmI,Paris,"Full HD",Philips,Android,254.115.46.135
1416,8ubQcoJ,Amsterdam,4K,Philips,Ubuntu,114.141.168.183
1417,vnwkV,Berlin,"Full HD",Sencor,Android,71.218.93.40
1418,9WixLq2T,Amsterdam,4K,Sencor,Linux,226.114.145.161
1419,W31DVB,Warsaw,"Full HD",Samsung,Ubuntu,194.133.56.125
1420,95nEcVU3Bv,Berlin,"Full HD",LG,Android,38.205.90.252
1421,nbJ3PGOljQ,Amsterdam,"Full HD",Sencor,Ubuntu,130.68.165.171
1422,Zvp45B,Berlin,"Full HD",Sencor,Linux,172.90.169.232
1423,B5ryYcp2x,Paris,"Full HD",LG,Ubuntu,184.210.232.176
1424,qyCYVXof,Warsaw,4K,LG,Android,182.139.190.198
1425,tPgiDyW,Berlin,4K,LG,Android,200.162.27.19
1426,Ao5hY,Warsaw,4K,LG,Android,146.112.80.103
1427,uUKVtEI,Berlin,"Full HD",Philips,Ubuntu,232.239.119.58
1428,iKBxuCT2D6,Paris,"Full HD",Philips,Ubuntu,117.112.88.31
1429,Fc4TUAdesJ,Berlin,"Full HD",Sencor,Android,142.82.187.141
1430,5kTOSm,Berlin,4K,Philips,Linux,229.34.129.122
1431,bNInUJ,Paris,"Full HD",Sencor,Ubuntu,240.230.106.67
1432,GPwn5l,Amsterdam,4K,Philips,Linux,103.108.102.247
1433,IpmbAj,Berlin,4K,LG,Ubuntu,109.88.6.231
1434,1dQZD8,Berlin,"Full HD",LG,Ubuntu,31.8.178.216
1435,2DXYBnwR,Amsterdam,4K,Samsung,Ubuntu,155.44.188.100
1436,LW5tfno,Amsterdam,"Full HD",Philips,Ubuntu,8.61.158.62
1437,udTrfOS,Berlin,"Full HD",Samsung,Linux,31.149.168.229
1438,6IDdsH,Amsterdam,"Full HD",LG,Ubuntu,206.192.106.64
1439,I5gKw0X,Paris,4K,Sencor,Ubuntu,28.66.229.55
1440,Y6nNvjf,Paris,"Full HD",LG,Android,199.112.39.9
1441,XWf3kE,Paris,"Full HD",LG,Android,34.36.228.114
1442,XThbSEKc2i,Amsterdam,"Full HD",LG,Ubuntu,138.194.136.219
1443,rCgPvF,Paris,"Full HD",Philips,Linux,208.254.150.47
1444,f45w2Hz,Paris,4K,Samsung,Ubuntu,213.180.194.70
1445,Ahodw,Amsterdam,"Full HD",Philips,Linux,0.134.17.204
1446,c14vxf3Ju,Paris,4K,Samsung,Linux,12.4.197.25
1447,xi1QLZy,Warsaw,"Full HD",Sencor,Linux,184.67.162.182
1448,EwR35SqVk,Amsterdam,4K,Philips,Android,4.14.200.142
1449,9XjHPZeCay,Paris,4K,Sencor,Android,46.138.201.201
1450,EL7WvoAdUu,Amsterdam,4K,Sencor,Linux,20.217.172.122
1451,qQBr1no2JS,Berlin,"Full HD",LG,Linux,89.198.19.45
1452,LZjBbHoW,Paris,4K,Philips,Android,118.23.206.57
1453,8QMarH9,Warsaw,4K,LG,Android,138.46.165.12
1454,ejr9lJgo,Amsterdam,4K,Philips,Android,135.233.211.245
1455,yD9IES5,Berlin,"Full HD",Philips,Android,71.97.247.120
1456,ah4tdeB,Paris,4K,Sencor,Linux,68.193.170.113
1457,eLT2O,Paris,"Full HD",Sencor,Android,165.23.230.219
1458,d4aHB,Berlin,"Full HD",Sencor,Ubuntu,56.37.160.173
1459,dH8C4,Berlin,4K,Sencor,Android,179.172.162.29
1460,kXgj96,Paris,"Full HD",Philips,Linux,39.96.222.25
1461,Lf7dwlB,Amsterdam,4K,Samsung,Ubuntu,41.176.60.236
1462,pE8OM,Warsaw,4K,LG,Android,220.190.241.194
1463,UhY5IqXtxC,Amsterdam,"Full HD",LG,Ubuntu,148.169.91.135
1464,olUGR1s,Amsterdam,4K,LG,Linux,24.48.147.10
1465,pobV21dyRJ,Berlin,4K,Samsung,Ubuntu,74.146.13.234
1466,Yjd24n6,Amsterdam,4K,Sencor,Linux,59.199.137.230
1467,bgvl2,Warsaw,"Full HD",LG,Android,85.45.92.22
1468,DthCYXHGMy,Berlin,4K,LG,Android,178.204.137.54
1469,83NKQpoHvV,Paris,"Full HD",Samsung,Linux,244.106.75.241
1470,g68sO5toVE,Warsaw,"Full HD",LG,Linux,233.17.98.4
1471,7Rxm0hjc,Berlin,4K,LG,Ubuntu,73.191.140.219
1472,gPHIAd,Paris,4K,LG,Linux,217.105.202.177
1473,feTJhb,Warsaw,"Full HD",Philips,Linux,162.70.144.87
1474,gqCojFXTl8,Amsterdam,4K,LG,Ubuntu,83.58.14.78
1475,6sumI,Paris,"Full HD",Philips,Android,3.200.41.254
1476,t5XefBMFJC,Berlin,4K,LG,Ubuntu,52.231.234.168
1477,PnGJDX3KWv,Amsterdam,"Full HD",LG,Android,136.157.89.55
1478,zODbx1,Berlin,"Full HD",Sencor,Android,87.195.82.112
1479,Bpo4HQOCzg,Paris,4K,Sencor,Ubuntu,45.106.43.68
1480,CDV8Rvp,Berlin,4K,Samsung,Ubuntu,119.165.214.103
1481,OyILM6s34Z,Berlin,"Full HD",LG,Linux,146.55.189.138
1482,2iQ34h,Warsaw,4K,Philips,Android,151.200.176.37
1483,A8rPz,Berlin,"Full HD",LG,Linux,31.109.28.154
1484,onak5BTMgv,Paris,"Full HD",Sencor,Ubuntu,38.1.54.157
1485,8OKvV,Paris,"Full HD",Sencor,Android,158.147.73.79
1486,T4Z8kx,Warsaw,4K,Philips,Ubuntu,137.96.213.253
1487,R5q1LKpi,Berlin,"Full HD",LG,Ubuntu,51.51.203.214
1488,sGcHdu5qnT,Warsaw,4K,Philips,Linux,199.65.39.18
1489,RW0vr,Amsterdam,"Full HD",Samsung,Ubuntu,167.251.221.112
1490,XDTxk26J,Paris,"Full HD",Samsung,Linux,67.25.54.15
1491,6f5tuhB,Amsterdam,"Full HD",Samsung,Linux,5.64.104.216
1492,ABZnc,Paris,"Full HD",Philips,Linux,215.238.11.95
1493,3OIzkCMA,Amsterdam,"Full HD",LG,Ubuntu,185.63.40.238
1494,GxdHMDLE,Warsaw,"Full HD",Philips,Linux,214.214.96.86
1495,fPJDEFOH2,Amsterdam,4K,LG,Android,65.239.9.216
1496,unchGeDS,Berlin,"Full HD",Philips,Android,235.136.135.34
1497,T5ZDSA,Paris,"Full HD",Sencor,Linux,206.20.231.243
1498,g20X3FTH,Amsterdam,4K,Sencor,Android,253.204.142.122
1499,neaZk,Amsterdam,"Full HD",LG,Android,228.205.74.247
1500,kpcni,Warsaw,"Full HD",Sencor,Linux,58.215.164.7
1501,8YXeUJZ4kd,Paris,"Full HD",Samsung,Linux,178.243.236.216
1502,eVR0vnz,Amsterdam,4K,Philips,Ubuntu,157.59.226.29
1503,t5nV3ie,Paris,"Full HD",LG,Ubuntu,181.135.31.16
1504,nZslvEDh,Amsterdam,"Full HD",Samsung,Linux,38.23.107.202
1505,y3h6KCgZzt,Amsterdam,"Full HD",Philips,Linux,109.45.65.59
1506,P9cHZNgUO,Amsterdam,"Full HD",Philips,Ubuntu,4.51.242.39
1507,t8nlehDZ9,Paris,4K,LG,Ubuntu,65.176.103.63
1508,gPtLWzN,Warsaw,4K,Philips,Ubuntu,24.194.49.35
1509,vPpDk5,Paris,4K,Sencor,Android,65.130.54.30
1510,9Xtf4O,Paris,4K,LG,Ubuntu,175.33.61.54
1511,6PVTQ4,Amsterdam,"Full HD",Samsung,Android,110.9.149.53
1512,vWqA79T2Bj,Paris,4K,LG,Linux,128.15.228.67
1513,jwt2m18Ta,Berlin,"Full HD",Samsung,Android,77.159.80.13
1514,czxjS4,Berlin,"Full HD",LG,Ubuntu,101.251.33.41
1515,gCWIyX,Berlin,4K,Samsung,Android,160.158.22.140
1516,Jcs4Mbqwa,Paris,4K,Samsung,Linux,224.121.131.50
1517,IhKCBmT,Warsaw,"Full HD",Samsung,Ubuntu,163.122.145.251
1518,PgSVTnE,Paris,"Full HD",Sencor,Android,28.31.100.249
1519,XcDnLIGW0,Paris,"Full HD",LG,Android,35.10.146.218
1520,JHYTEil,Amsterdam,4K,LG,Android,187.54.59.208
1521,8dVXAwY5IR,Paris,"Full HD",Samsung,Android,192.86.57.137
1522,xO1p9Fq,Paris,4K,Philips,Android,223.158.134.119
1523,LNqeBt,Warsaw,"Full HD",Samsung,Android,27.38.117.22
1524,SY6kF3,Warsaw,4K,LG,Android,164.140.41.75
1525,SPb5Ns,Berlin,4K,Philips,Android,122.33.120.24
1526,HukNOxU,Amsterdam,4K,LG,Linux,20.25.188.208
1527,dEDAY9,Amsterdam,"Full HD",Philips,Ubuntu,241.133.199.187
1528,BvA6sJ1,Warsaw,"Full HD",Samsung,Ubuntu,60.0.4.41
1529,ydCDct5,Amsterdam,"Full HD",Philips,Linux,97.227.215.148
1530,uYRez8W9U,Berlin,"Full HD",Sencor,Linux,22.172.225.174
1531,7yMIBXavW,Berlin,"Full HD",Philips,Ubuntu,181.119.120.73
1532,So8Cn3,Paris,4K,LG,Android,149.228.39.255
1533,XhbQLr8R2,Warsaw,"Full HD",Samsung,Android,33.27.129.192
1534,en1MR,Warsaw,4K,Philips,Linux,235.165.80.136
1535,LjpkXi0t,Berlin,4K,Philips,Android,197.95.174.79
1536,V6N4Al5vz,Berlin,4K,Philips,Linux,98.113.9.230
1537,aM918CRNB,Warsaw,4K,Philips,Android,153.230.19.214
1538,06eJQpOW,Berlin,"Full HD",Sencor,Linux,162.86.186.194
1539,JGl8ZU3,Berlin,"Full HD",Sencor,Ubuntu,160.139.73.170
1540,32Nnj6sv,Paris,4K,LG,Ubuntu,212.161.81.83
1541,gSk9VWewO,Paris,4K,LG,Android,114.186.114.169
1542,MLf4Q,Warsaw,4K,Philips,Ubuntu,206.246.142.18
1543,Y2qicBAo,Amsterdam,4K,Sencor,Linux,85.228.59.111
1544,DyGcZWO16L,Warsaw,4K,LG,Linux,9.249.232.149
1545,2eEWoPQSm8,Amsterdam,4K,Philips,Android,30.83.119.60
1546,4j06UDpH,Paris,"Full HD",Samsung,Android,197.255.239.132
1547,zM4b2Lg9,Warsaw,"Full HD",Sencor,Ubuntu,187.8.152.218
1548,0oOPyuHlb6,Amsterdam,"Full HD",Philips,Linux,231.207.131.33
1549,nlE2yX,Berlin,4K,Philips,Android,189.159.62.59
1550,FKpvYCQ,Berlin,"Full HD",LG,Android,196.34.52.154
1551,BewrvOW9dx,Amsterdam,4K,Philips,Linux,51.94.248.115
1552,SpuB2JA5,Warsaw,"Full HD",Philips,Android,197.142.218.92
1553,VdS3zADem,Warsaw,"Full HD",Sencor,Linux,35.169.24.216
1554,MPy3dHL,Paris,"Full HD",LG,Linux,223.27.254.145
1555,VuwGESO,Paris,"Full HD",Philips,Android,43.248.177.235
1556,Z0CbidO,Amsterdam,4K,Samsung,Ubuntu,253.11.142.78
1557,S1VUMkD,Berlin,"Full HD",Philips,Android,138.177.38.88
1558,I4Srsb,Amsterdam,"Full HD",Samsung,Android,130.237.131.123
1559,Kj8ivT,Warsaw,"Full HD",Philips,Linux,35.175.219.172
1560,egZQ72V,Berlin,"Full HD",Philips,Linux,229.98.25.172
1561,jCxXLYZl,Paris,4K,Samsung,Ubuntu,139.251.70.223
1562,LZBYO,Amsterdam,4K,Samsung,Ubuntu,230.150.184.191
1563,7dtYIGzM,Warsaw,"Full HD",LG,Ubuntu,241.74.133.176
1564,LfWwS,Paris,4K,LG,Linux,252.219.247.22
1565,djbco,Warsaw,"Full HD",Sencor,Ubuntu,117.153.160.83
1566,tdKHwAYr,Paris,"Full HD",Philips,Android,220.68.76.171
1567,8gi1tOYNXJ,Amsterdam,"Full HD",Sencor,Ubuntu,120.34.175.203
1568,ehSiqQkBx,Berlin,"Full HD",Sencor,Linux,14.61.145.36
1569,KLnN53a,Amsterdam,"Full HD",Philips,Linux,86.30.56.0
1570,hAJvT0gBI,Warsaw,"Full HD",Samsung,Ubuntu,157.156.183.128
1571,Q6rS8RFd3,Warsaw,"Full HD",Philips,Linux,190.186.213.242
1572,JkTDRt,Paris,4K,Samsung,Ubuntu,74.142.205.194
1573,EMYLZuy3,Paris,"Full HD",Sencor,Android,153.184.130.224
1574,YZ2NWpIl,Amsterdam,4K,Philips,Linux,110.13.77.56
1575,9nu1J,Berlin,"Full HD",Sencor,Android,116.169.115.11
1576,VsofbD,Berlin,"Full HD",Sencor,Android,128.133.174.53
1577,rJyNOVqPRB,Warsaw,4K,LG,Linux,1.145.128.220
1578,jPOc2Rs7u,Amsterdam,4K,Philips,Ubuntu,136.246.180.222
1579,uMyZH01,Berlin,4K,Samsung,Ubuntu,1.230.172.18
1580,6woZkc,Warsaw,"Full HD",Sencor,Android,207.194.212.249
1581,2oQdrw9P,Amsterdam,"Full HD",LG,Linux,184.158.117.155
1582,4zUahCMO,Amsterdam,4K,LG,Android,5.114.228.27
1583,7NDHeEl1kx,Warsaw,"Full HD",Philips,Linux,95.196.149.205
1584,myc5UtI8i,Warsaw,4K,Philips,Linux,92.36.20.86
1585,UDWKJNp6QO,Paris,4K,LG,Linux,59.165.86.135
1586,a1r5wdifO,Berlin,4K,LG,Android,182.212.208.191
1587,c5AU0PkR1,Berlin,4K,Philips,Android,102.128.132.200
1588,kynmcvRd7N,Amsterdam,4K,LG,Linux,32.6.223.148
1589,DBUkd,Warsaw,"Full HD",Sencor,Ubuntu,151.3.208.54
1590,M3AtY8wGxS,Berlin,"Full HD",Sencor,Ubuntu,238.181.17.117
1591,N3BCf,Amsterdam,4K,Samsung,Ubuntu,143.154.124.62
1592,UO9YpD,Amsterdam,4K,Samsung,Android,120.121.135.196
1593,LFiqEZ09d,Amsterdam,4K,Samsung,Linux,82.141.20.144
1594,iZ98b,Berlin,4K,Sencor,Linux,172.111.54.244
1595,NUVkI,Warsaw,4K,LG,Ubuntu,182.219.45.111
1596,EUsBjZ,Berlin,4K,LG,Linux,233.166.208.99
1597,8GUlVcMb,Berlin,"Full HD",Philips,Android,221.234.162.201
1598,F3My01KL,Amsterdam,"Full HD",LG,Android,93.70.222.24
1599,NkMAF0,Berlin,4K,Samsung,Linux,35.102.14.186
1600,AsDYtF9vT,Amsterdam,"Full HD",LG,Linux,120.208.110.241
1601,rqZNbaUP,Berlin,4K,Samsung,Android,36.187.26.234
1602,LtuMvcOy,Warsaw,4K,Sencor,Ubuntu,136.91.75.18
1603,U3jqL,Warsaw,4K,LG,Android,47.197.82.107
1604,2kaJvZ,Paris,"Full HD",Philips,Linux,93.19.21.191
1605,UJD8ciB,Paris,4K,LG,Ubuntu,165.24.214.95
1606,9U7aXTmwG,Berlin,4K,LG,Linux,149.36.2.115
1607,sM8A4,Paris,"Full HD",Samsung,Ubuntu,109.34.183.27
1608,PIcrM,Paris,4K,Philips,Ubuntu,222.95.231.181
1609,GfvihI7olA,Berlin,"Full HD",Samsung,Linux,112.235.252.65
1610,GrYP2Ctpnz,Amsterdam,"Full HD",Samsung,Linux,192.87.131.113
1611,Jr4Ct,Paris,"Full HD",LG,Linux,211.110.214.137
1612,MOpWqy,Warsaw,4K,Sencor,Android,148.34.208.62
1613,Rb3Zs,Warsaw,"Full HD",Samsung,Ubuntu,44.60.206.95
1614,DyehftsS2,Warsaw,"Full HD",LG,Linux,206.69.31.242
1615,go5sZ,Berlin,"Full HD",Sencor,Android,51.110.229.23
1616,TKusOI2CR,Warsaw,"Full HD",Philips,Android,109.158.71.107
1617,PRpDz068,Warsaw,4K,Sencor,Ubuntu,20.19.163.105
1618,gPvBAbuF2Z,Paris,"Full HD",Sencor,Android,154.19.123.90
1619,AP9kHWzn,Paris,"Full HD",LG,Ubuntu,169.84.73.8
1620,eZQkizVY,Berlin,"Full HD",Sencor,Linux,122.113.64.194
1621,1DfAI7Mhx,Berlin,"Full HD",Sencor,Ubuntu,147.110.113.202
1622,BQNJM,Amsterdam,"Full HD",Samsung,Linux,111.141.244.132
1623,t6b72C,Warsaw,4K,LG,Ubuntu,69.224.205.228
1624,EfQYJ6i8a,Paris,"Full HD",LG,Android,7.48.65.105
1625,gKVkJzTL,Paris,"Full HD",Sencor,Ubuntu,141.133.36.165
1626,DemprF,Paris,4K,LG,Linux,113.45.153.129
1627,WyCmjTa,Berlin,"Full HD",Sencor,Android,97.247.133.226
1628,kXC0mtSK,Warsaw,4K,Philips,Android,108.247.61.241
1629,v9bTtwhZ,Amsterdam,4K,Philips,Ubuntu,110.91.131.38
1630,Ms2iTrY39X,Paris,4K,Philips,Android,195.147.130.235
1631,JgyTKWH,Amsterdam,4K,Philips,Android,151.21.208.231
1632,UB8Kg,Berlin,"Full HD",Philips,Ubuntu,36.163.4.165
1633,pEAGL,Berlin,4K,Samsung,Linux,192.76.255.22
1634,Ds6p3,Warsaw,4K,Samsung,Android,129.185.111.65
1635,OAViy,Berlin,"Full HD",LG,Android,132.227.177.226
1636,67Ggs1RcT,Warsaw,"Full HD",Philips,Linux,112.70.172.132
1637,LY35wPKMh,Warsaw,4K,Philips,Ubuntu,243.231.27.88
1638,KPdj8Co,Warsaw,"Full HD",Samsung,Android,236.242.26.223
1639,4UjwlRYK,Amsterdam,"Full HD",LG,Android,137.184.46.76
1640,TP3Lm,Paris,4K,Philips,Ubuntu,88.1.249.162
1641,f0mwWDne,Paris,4K,LG,Android,86.201.206.192
1642,CunQOx,Berlin,4K,LG,Ubuntu,201.74.184.184
1643,GTfp56bJis,Amsterdam,4K,Sencor,Android,121.79.158.68
1644,oAG9PR,Amsterdam,4K,Samsung,Ubuntu,166.168.133.86
1645,0qZAW9x2,Warsaw,"Full HD",LG,Android,232.249.37.29
1646,ZmpKWVJh4,Warsaw,"Full HD",LG,Android,62.51.54.134
1647,IUVXP,Berlin,4K,Sencor,Linux,10.118.34.18
1648,GAOwgLjTK,Warsaw,"Full HD",Philips,Android,154.121.225.67
1649,JTrQm,Warsaw,"Full HD",Philips,Linux,107.155.97.148
1650,DmvMU4QCSP,Berlin,"Full HD",LG,Ubuntu,115.166.168.153
1651,eJQHSli,Amsterdam,4K,Sencor,Linux,56.191.158.134
1652,ufRIFviH,Berlin,4K,Philips,Ubuntu,18.194.229.76
1653,t8gk4LNeA,Warsaw,"Full HD",Samsung,Android,167.55.100.27
1654,nDCYHjGZ9a,Berlin,4K,Sencor,Android,47.201.246.206
1655,cpYIRe3ZjT,Amsterdam,4K,Philips,Ubuntu,43.0.176.164
1656,rKhEFGHB5,Warsaw,"Full HD",LG,Linux,187.87.181.135
1657,kOeHpRJ,Berlin,4K,LG,Ubuntu,69.63.82.68
1658,teaQFLObMu,Paris,4K,Sencor,Linux,89.159.209.190
1659,UToWJ6HV,Berlin,4K,Samsung,Android,165.95.51.224
1660,3pua8vmHO,Warsaw,4K,Philips,Linux,220.182.27.19
1661,Szopt,Amsterdam,"Full HD",Philips,Linux,185.41.192.80
1662,hQr8n4,Warsaw,"Full HD",Philips,Ubuntu,250.246.133.16
1663,wfqWryJbz,Amsterdam,"Full HD",LG,Linux,219.243.230.246
1664,Ap4qtsxP5,Amsterdam,"Full HD",Samsung,Ubuntu,243.200.205.47
1665,2JnpX,Warsaw,"Full HD",Sencor,Linux,226.15.237.161
1666,2N3GlIX,Paris,4K,Samsung,Android,41.237.74.203
1667,9mZRbC,Warsaw,4K,Philips,Linux,158.24.229.224
1668,pl3iCPS4gb,Warsaw,4K,Samsung,Android,224.155.240.191
1669,M1anPFLy,Paris,"Full HD",Philips,Ubuntu,88.25.0.235
1670,By6F1iQMx,Warsaw,4K,Samsung,Linux,65.205.177.170
1671,RPpK5Z3yC,Berlin,"Full HD",LG,Android,49.93.52.75
1672,vOmyBSo,Paris,"Full HD",LG,Ubuntu,170.116.135.166
1673,hCDNHGYk,Amsterdam,4K,Samsung,Ubuntu,153.208.68.71
1674,ot7mY3SQ,Paris,4K,Sencor,Android,29.7.164.42
1675,Ju0eE5KgT,Paris,"Full HD",LG,Android,118.41.220.222
1676,j5o8yHw,Amsterdam,4K,Philips,Linux,79.55.236.45
1677,LGyOuDR3,Berlin,"Full HD",Samsung,Linux,72.220.188.17
1678,EzIqYJ,Paris,4K,Philips,Android,20.147.83.79
1679,tAksr8,Warsaw,"Full HD",Philips,Linux,68.94.69.131
1680,RZrzAB,Amsterdam,4K,Sencor,Android,3.207.64.144
1681,BwkVxP,Paris,"Full HD",Samsung,Linux,120.223.243.3
1682,4EHLF,Paris,"Full HD",LG,Linux,2.134.53.149
1683,ZQI3d6DR,Amsterdam,4K,Philips,Linux,25.174.236.249
1684,93AhaOFpU,Berlin,"Full HD",Philips,Android,120.207.70.108
1685,jpQe69S,Amsterdam,"Full HD",Samsung,Android,49.53.29.140
1686,P9ep7JLHo,Berlin,"Full HD",Philips,Linux,232.106.138.219
1687,LONE2,Berlin,"Full HD",LG,Ubuntu,106.69.87.250
1688,3q1v0XyFus,Amsterdam,"Full HD",LG,Ubuntu,99.117.157.41
1689,XR1taBO4,Paris,"Full HD",Samsung,Android,157.66.42.228
1690,YrtSE1m,Berlin,4K,Philips,Ubuntu,102.109.17.136
1691,ukzGlD1pE,Amsterdam,4K,Sencor,Android,164.31.153.185
1692,M06ErbOyo,Berlin,"Full HD",LG,Linux,18.30.116.64
1693,kSZQbv,Amsterdam,4K,Sencor,Android,106.91.41.138
1694,xfEFDlIX,Amsterdam,4K,Philips,Ubuntu,108.175.20.141
1695,JNtFh,Warsaw,"Full HD",Samsung,Android,56.113.174.244
1696,UTX6C,Amsterdam,4K,Philips,Android,56.202.172.234
1697,md3rB,Berlin,"Full HD",Samsung,Ubuntu,183.3.202.107
1698,7jIhkQ0F,Warsaw,"Full HD",Samsung,Ubuntu,205.125.177.241
1699,c9P2aoN1Cj,Amsterdam,"Full HD",Samsung,Ubuntu,136.75.161.97
1700,ZM1rqYQuv,Amsterdam,"Full HD",LG,Linux,143.222.13.89
1701,v3GRA5,Berlin,4K,Philips,Ubuntu,124.204.26.69
1702,k5Je7x,Amsterdam,"Full HD",LG,Android,16.4.144.5
1703,k2FeG,Amsterdam,"Full HD",Sencor,Android,89.108.137.77
1704,hDzCVArFLg,Warsaw,4K,Sencor,Android,164.243.157.176
1705,rpQMwjRUk,Berlin,4K,Samsung,Linux,220.117.87.39
1706,s6K4E,Amsterdam,"Full HD",Philips,Linux,222.211.211.68
1707,rQTX6A,Warsaw,"Full HD",Philips,Linux,35.0.130.171
1708,Lid9A3xh7,Amsterdam,4K,Sencor,Ubuntu,190.110.214.204
1709,0ArYSqBV2M,Amsterdam,"Full HD",LG,Ubuntu,123.143.242.240
1710,v0VBO,Berlin,4K,LG,Linux,29.13.148.149
1711,LI39wF,Berlin,"Full HD",Samsung,Linux,16.145.140.78
1712,m95HyvC0F,Berlin,4K,Philips,Android,95.111.125.66
1713,t07SpFi9R,Warsaw,"Full HD",Sencor,Ubuntu,140.133.235.67
1714,KEC32Yh,Amsterdam,"Full HD",Philips,Android,207.120.229.98
1715,O1XqWfJQ,Berlin,"Full HD",Philips,Ubuntu,40.155.155.143
1716,jDwde1Losn,Berlin,"Full HD",Sencor,Ubuntu,250.159.49.160
1717,I42Wsty,Paris,4K,Sencor,Linux,221.200.216.112
1718,7TUs4O,Amsterdam,"Full HD",Samsung,Ubuntu,8.241.101.91
1719,wCkxs,Warsaw,"Full HD",Philips,Android,41.213.193.20
1720,dKz6Oh7po,Paris,4K,LG,Android,71.199.47.213
1721,yahdr4Sq70,Berlin,4K,Sencor,Android,90.229.255.26
1722,IkxQ9if6Zz,Paris,"Full HD",LG,Ubuntu,253.142.146.206
1723,hTkdeBv,Paris,4K,Philips,Linux,171.217.228.89
1724,FdWBiefvY,Paris,4K,Philips,Ubuntu,51.11.154.163
1725,fD0yz,Berlin,4K,Philips,Ubuntu,138.236.236.85
1726,wuOKsk,Paris,4K,LG,Linux,113.24.145.191
1727,2Ai8l6wuBH,Warsaw,"Full HD",LG,Android,250.247.248.230
1728,knlQx,Paris,4K,Sencor,Android,185.89.153.59
1729,Zbe4UK5s1z,Berlin,4K,Sencor,Ubuntu,9.20.216.170
1730,BkreNP,Amsterdam,4K,LG,Ubuntu,43.170.93.161
1731,hdbx5YoN,Warsaw,"Full HD",Samsung,Ubuntu,138.178.82.90
1732,56EW1DePkB,Berlin,4K,Samsung,Linux,93.30.58.240
1733,ek9Tqi8az,Berlin,"Full HD",Sencor,Linux,167.62.243.15
1734,ma81PYWdl,Berlin,"Full HD",Philips,Linux,102.215.36.27
1735,JKpNztV,Berlin,4K,Philips,Android,98.254.139.142
1736,Cn0BsD,Amsterdam,4K,LG,Linux,181.87.67.67
1737,Tl1uz7,Amsterdam,"Full HD",Philips,Android,130.151.55.2
1738,orhbWe0F4,Warsaw,"Full HD",Sencor,Linux,82.156.110.128
1739,rEhKYi,Warsaw,4K,Sencor,Android,47.129.209.131
1740,NZtXMVKFv,Amsterdam,"Full HD",Philips,Linux,225.226.19.217
1741,YFJqTkgjcf,Warsaw,4K,Sencor,Linux,6.25.164.246
1742,UBnGY,Paris,"Full HD",LG,Linux,140.179.226.77
1743,3cFQivIS,Warsaw,"Full HD",Philips,Android,175.13.179.79
1744,UjWNq,Warsaw,4K,Philips,Linux,213.131.23.69
1745,lYb8XSi,Berlin,"Full HD",Sencor,Linux,29.68.69.49
1746,zxVYXjuqD,Amsterdam,4K,Sencor,Linux,251.172.179.13
1747,3DT8u,Amsterdam,4K,Sencor,Linux,149.210.128.162
1748,8FWTY2fQxj,Berlin,"Full HD",Sencor,Android,233.245.75.101
1749,7GWQPdgb,Warsaw,4K,Sencor,Android,120.177.54.182
